context,from,to,weight
jeans-for-genes-day,toughieboi,nickymcdonald1,1
elf-day,mgalasiak,alzheimerssoc,1
stress-awareness-day,m_hrycyk,DogsTrust,1
carers-week-2018,lschl,JessieSMorris,1
time-to-talk-day-2018,j9drasr,Mattjohnsons,1
jeans-for-genes-day,gwiazdeczka6666,MrsAnneTwist,1
16-days-of-action-2018,marieco92176893,GirlGuidesWA,1
jeans-for-genes-day,minervinorm,HTarbin,1
mnd-awareness-month-2018,1visionhealth,QSPrivateHealth,2
mental-health-awareness-week-2018,coolmentoring,BebeNC,1
nutrition-and-hydration-week-2018,jgcope,Rich_Crompton,1
rare-disease-day-2018,kjilly,RareDiseases,1
mnd-awareness-month-2018,mnd_rwb,Vicky_100K4MNDA,1
mnd-awareness-month-2018,alsassistivetec,MNDAEastSussex,1
jeans-for-genes-day,marybff1ortiz,MrsAnneTwist,1
mens-health-week-2018,appgrowingup,CDCgov,1
epilepsy-awareness-purple-day-2018,neuroethicsau,cheekyneurons,1
mnd-awareness-month-2018,mrstobs83,Vicky_100K4MNDA,1
ocd-awareness-week-2018,_its_jordii,lwbean,1
ocd-awareness-week-2018,sweneevee,lwbean,1
jeans-for-genes-day,xclaudyaxx,MrsAnneTwist,1
ovarian-cancer-awareness-month-2018,skynewseditor,FelicityBarrTV,1
stress-awareness-day,faithandpolice,mentalhealth,1
dry-january-2018,kirbyswales,anne_conolly,1
ovarian-cancer-awareness-month-2018,realsarahgreene,TargetOvarian,1
mnd-awareness-month-2018,pictaview,MNDeventsPlym,1
cervical-cancer-prevention-week-2018,nwemlive,BBaldwinnews,1
jeans-for-genes-day,pinklizzie_84,MrsAnneTwist,1
cervical-cancer-prevention-week-2018,bendak2,CDC_Cancer,1
carers-week-2018,chitraacharya,JaneDanforth,1
wear-purple-for-jia-2018,wkcookeryschool,CapsieNair,1
no-smoking-day-2018,georginaternent,CPFTNHS,1
ovarian-cancer-awareness-month-2018,craig_novy,BethFratesMD,1
time-to-talk-day-2018,pitcher_lise,Smhooch,1
ovarian-cancer-awareness-month-2018,gettingfitfab,christystucker,1
epilepsy-awareness-purple-day-2018,hernanarguello,EpilepsiaEspana,1
cervical-cancer-prevention-week-2018,mcwcancercenter,CDC_Cancer,1
jeans-for-genes-day,matsut79,SmithMagenisUK,1
nutrition-and-hydration-week-2018,mynameisandyj,OneYouHounslow,1
brain-injury-week-2018,cumbrianeuro,Cumbrianeuro,1
16-days-of-action-2018,edwaily_alhassi,ItalyinKRI,1
brain-awareness-week-2018,unikiki7,TiffanyKairos,1
carers-week-2018,aspiring2cic,MyDoncaster,1
national-dementia-carers-2018,vamostheatre,CareQualityComm,1
mnd-awareness-month-2018,sussexmnd,MNDAEastSussex,1
ocd-awareness-week-2018,techniic0l0r,lwbean,1
carers-week-2018,girlguidingmans,Girlguiding,1
elf-day,bckuk,MillbeckCare,1
elf-day,simmo44452154,AnfieldRoadY4,1
no-smoking-day-2018,vapingit,DampfFreiheit,1
jeans-for-genes-day,harrysmilescute,MrsAnneTwist,1
ocd-awareness-week-2018,yatekko,lwbean,1
national-dyslexia-week-2018,elitheddc,Wordsharkv5,1
mens-health-week-2018,mcowleyracing,Shaw_Mind,1
stress-awareness-day,aimasters,childrensociety,1
mental-health-awareness-week-2018,onerdii,JamesMelville,1
mens-health-week-2018,mond7222,mhall55nine,1
dementia-action-week-2018,luziaalice_,allontheboard,1
mens-health-week-2018,claire02295,BenSupport4Auto,1
brain-awareness-week-2018,aliyu_nana,TENofficial,1
mens-health-week-2018,urogoldjournal,Els_Urology,1
national-dementia-carers-2018,debjeff2003,CareQualityComm,1
dementia-action-week-2018,roaringnurse,gbtpo,1
stress-awareness-day,dugandav1,J21Coaching,1
national-dyslexia-week-2018,renardmarlene,soundcube,1
mens-health-week-2018,otooledes,MensHealthIRL,1
national-dementia-carers-2018,derekfisher2907,alzheimerssoc,1
dry-january-2018,ickle0ne,ChocTradingCo,1
ocd-awareness-week-2018,max_mullen,lwbean,1
national-dementia-carers-2018,vicavs,alzheimerssoc,1
rare-disease-day-2018,selvisvision,TPTgeneral,1
mens-health-week-2018,lourocket2208,YoungMindsUK,1
carers-week-2018,elsjonker,childrensociety,1
stress-awareness-day,roxie_up,Edu_Broker,1
national-dyslexia-week-2018,ktdr3w,272BookFaith,1
time-to-talk-day-2018,mhchat,TrishaL8,1
brain-awareness-week-2018,mindlessdroid,MichaelJFoxOrg,1
national-dementia-carers-2018,gmbcardiff1,alzheimerssoc,1
carers-week-2018,annagoddard13,Hannahdementia,1
mnd-awareness-month-2018,judebeales,Helping_HandsUK,1
wear-purple-for-jia-2018,burnetbasher,Ed_Miliband,1
ocd-awareness-week-2018,shearkelsey,lwbean,1
ocd-awareness-week-2018,maureenmacg,lwbean,1
stress-awareness-day,therealkhaylacw,CrisisTextLine,1
mens-health-week-2018,coolmentoring,JohnNeustadt,1
nutrition-and-hydration-week-2018,mynameisandyj,MTWlthtr,1
brain-awareness-week-2018,yellowpadawan,HydroAssoc,2
mental-health-awareness-week-2018,80spakiprincess,comicrelief,1
elf-day,cccopticians,Hill_Care_,2
elf-day,beliver58558797,PCsDRAG0N,1
epilepsy-awareness-purple-day-2018,ncrealtime,GarnerPRCR,1
16-days-of-action-2018,guilhermebigar1,UN_Women,1
wear-purple-for-jia-2018,ailsabosworth1,Ed_Miliband,1
16-days-of-action-2018,glennfdavies,dvrcv,1
16-days-of-action-2018,anthony46938968,antonioguterres,1
nutrition-and-hydration-week-2018,emmajanerd,suziwoodhouse,1
mental-health-awareness-week-2018,chrismpaton,JamesMelville,1
national-dyslexia-week-2018,tjamesness,dyslexiauk,1
time-to-talk-day-2018,betseybess,The_UnSilent_,1
dementia-action-week-2018,labour_wales,lesley4wrexham,1
carers-week-2018,carer49,Shubhanna,1
national-dementia-carers-2018,jtmlavin,alzheimerssoc,1
elf-day,essutility,TheOaks28,1
elf-day,mjbfoodservice,NotaroCare,1
no-smoking-day-2018,cpftnhs,myvisionmatters,1
wear-purple-for-jia-2018,richhutchins1,Ed_Miliband,1
brain-injury-week-2018,shrewsmorris,TrulyRoo,1
time-to-talk-day-2018,pitcher_lise,annaswansea,1
nutrition-and-hydration-week-2018,shevyuk,HellonMarie,1
mental-health-awareness-week-2018,grahamorriss,JamesMelville,1
mens-health-week-2018,lametayzia,sachind1231,1
dementia-action-week-2018,mradamb,friendofgran,1
mental-health-awareness-week-2018,nanalxo,JamesMelville,1
nutrition-and-hydration-week-2018,mynameisandyj,homesnutrition,2
national-dementia-carers-2018,lpapillons,CareQualityComm,1
national-dementia-carers-2018,crishniw,CareQualityComm,1
ocd-awareness-week-2018,wishingsapphire,lwbean,1
stress-awareness-day,smgellie,YoungMindsUK,1
epilepsy-awareness-purple-day-2018,mpifko,ChildrensPgh,1
eating-disorder-awareness-week-2018,francishayden1,ilonacatherine,1
ocd-awareness-week-2018,cocacolagarlic,lwbean,1
dry-january-2018,cbruin111,ChocTradingCo,1
ocd-awareness-week-2018,brennandelrey,lwbean,1
mnd-awareness-month-2018,chrikes,hullnhschoir,1
ovarian-cancer-awareness-month-2018,davidagoodland,TargetOvarian,2
mnd-awareness-month-2018,mndassoc,NickGoldup1,1
16-days-of-action-2018,juntosporlavida,ETCrone,1
dementia-action-week-2018,spirecarerepair,FoundationsHIA,1
elf-day,ybreevaart67_63,NisaRetail,1
mental-health-awareness-week-2018,lionman47,MsMollyRachael,1
eating-disorder-awareness-week-2018,haltoncarers,allontheboard,1
wear-purple-for-jia-2018,meganmacleod15,JagtarNijjar,1
brain-awareness-week-2018,stephen54106076,neuroscience,1
carers-week-2018,joycemisoi1,BACP,1
no-smoking-day-2018,gowertan,ASH_LDN,1
brain-awareness-week-2018,neur0doc,AmilaSuljevic,1
jeans-for-genes-day,emspicks,priors_field,1
16-days-of-action-2018,smile4wales,GalopUK,1
mental-health-awareness-week-2018,teaboyuk,MindCharity,1
mental-health-awareness-week-2018,jmfnkotb,PointlessBlog,1
jeans-for-genes-day,wilderbeestgnu,Leightons_1928,1
cervical-cancer-prevention-week-2018,huntsmancancer,SaludAmerica,2
mens-health-week-2018,gumpert_2012,mhall55nine,1
no-smoking-day-2018,hywelddachc,HelpMeQuitWales,1
wear-purple-for-jia-2018,alirit,AilsaBosworth1,1
stress-awareness-day,drsuepatdermvet,TheKennelClubUK,1
nutrition-and-hydration-week-2018,weaverpat1,HLSheldrick,1
nutrition-and-hydration-week-2018,jones68co,HansaVaria,1
carers-week-2018,wearemanynomos,AWOCUK,2
jeans-for-genes-day,talyy1991zm1d,MrsAnneTwist,1
rare-disease-day-2018,mlromes,Enzyvant,2
stress-awareness-day,soarestars,calm,1
eating-disorder-awareness-week-2018,_victoriamurphy,BeatEDSupport,1
nutrition-and-hydration-week-2018,mynameisandyj,ageukwc2,1
16-days-of-action-2018,fionagrahame,SWRC_,1
ocd-awareness-week-2018,sinningroach,lwbean,1
nutrition-and-hydration-week-2018,walsalllibdems,CarersUK,1
brain-awareness-week-2018,osteoschmitt,BIUSante,1
carers-week-2018,ecombe,CarersUK,1
mental-health-awareness-week-2018,tom_cullen,JamesMelville,1
epilepsy-awareness-purple-day-2018,beeboppinbeez,ONThealth,1
cervical-cancer-prevention-week-2018,tomck19,zopitaux,1
national-dyslexia-week-2018,tjamesness,StDavidsCollege,1
wear-purple-for-jia-2018,emilyearle5,annaturley,1
ocd-awareness-week-2018,isra17blk,lwbean,1
mens-health-week-2018,kavitabasi,mentalhealth,1
dementia-action-week-2018,wrx_labour,BCUHB,1
epilepsy-awareness-purple-day-2018,lapointelinda,SoniaLiberal,1
dry-january-2018,modobnc,ChocTradingCo,1
dementia-action-week-2018,chftlibrary,ARUKnews,1
no-smoking-day-2018,ldnursesni,publichealthni,1
elf-day,alisonlrdash,rdash_nhs,1
rare-disease-day-2018,maxinepatterson,wee_ellster,1
ocd-awareness-week-2018,copter_fstr,lwbean,1
stress-awareness-day,rodste46168431,USFWS,1
national-dyslexia-week-2018,unshakeablesnow,soundcube,1
mnd-awareness-month-2018,gregbroadhurst,Moz0373Runner,1
elf-day,kaymass18815646,jk_janetkaye,1
epilepsy-awareness-purple-day-2018,nedbrennaneb,cedarfoundation,1
carers-week-2018,carersleeds,LeedsBForum,1
16-days-of-action-2018,ccypvictoria,CHPVic,1
national-dementia-carers-2018,netragfoamed,EMDrSandy,1
nutrition-and-hydration-week-2018,mynameisandyj,limes_e,1
national-dementia-carers-2018,arcad_ug,alzheimerssoc,1
dementia-action-week-2018,taxiguru2010,TECAngelUK,1
16-days-of-action-2018,libya_blog,LWPP_Org,1
ocd-awareness-week-2018,inkayrider,lwbean,1
ocd-awareness-week-2018,sojogoes,lwbean,1
elf-day,coolpenguin2017,thesovrangroup,1
eating-disorder-awareness-week-2018,wiganandleighyc,YoungMindsUK,1
elf-day,foolforbutera,VoucherLive,1
brain-injury-week-2018,camneuro,NeuroConvention,1
rare-disease-day-2018,tom_j_giordano,umichmedicine,1
mens-health-week-2018,swaggerscanmia,CDCSTD,1
cervical-cancer-prevention-week-2018,borntoosoonkh,KingstonHospNHS,1
eating-disorder-awareness-week-2018,scrambledheads1,beatED,2
stress-awareness-day,ilovehats,guardian,1
mental-health-awareness-week-2018,lmtav,JamesMelville,1
stress-awareness-day,followourpath,NordoffRobbins1,1
experience-of-care-week-2018,chandachacon,PattiMartinLR,1
elf-day,dharrison1221,thesovrangroup,1
16-days-of-action-2018,gomathiraghava4,PlanGlobal,2
no-smoking-day-2018,halevaping,Jacvapour,1
brain-injury-week-2018,cbitlisa,ColesMillerLLP,1
16-days-of-action-2018,umbrios,womensart1,1
brain-awareness-week-2018,memoryrebellion,BrainHealth,1
ocd-awareness-week-2018,mytippytoe,lwbean,1
brain-awareness-week-2018,henrypowellw,jopackaj,1
national-dyslexia-week-2018,kenny_michele,Wordsharkv5,1
no-smoking-day-2018,bsolphmstudent,NPA1921,1
national-dyslexia-week-2018,jessicastarns,museumDCN,1
epilepsy-awareness-purple-day-2018,barret_sux,FiedlerKendall,1
eating-disorder-awareness-week-2018,yajones3,PookyH,1
stress-awareness-day,lauramummyhill,Edu_Broker,1
wear-purple-for-jia-2018,bloodhound_edu,CamoLearning,1
dry-january-2018,jmb_2293,ChocTradingCo,1
16-days-of-action-2018,jdscanlon,Women_Win,1
rare-disease-day-2018,die_primel,NatureOutlook,1
jeans-for-genes-day,laura_lilley25,Hill_Group_UK,1
rare-disease-day-2018,williamvannoll,JMaraganore,1
no-smoking-day-2018,outlandbotanist,Rachael_Stray,1
carers-week-2018,pierradio,Appeal4Change,1
nutrition-and-hydration-week-2018,julieeau,SFHFT,1
nutrition-and-hydration-week-2018,mynameisandyj,SreepurVillage,1
carers-week-2018,minghowriter,alzheimerssoc,1
elf-day,ectstaff,EastCheshireNH1,1
nutrition-and-hydration-week-2018,e14qmc,mbaker35,1
cervical-cancer-prevention-week-2018,huntsmancancer,JennMorales_CHE,1
nutrition-and-hydration-week-2018,niamhmaherrd,Helenbeagan1,1
elf-day,bessiehodgy,Hill_Care_,1
epilepsy-awareness-purple-day-2018,elvinjones32,HARTResearch,1
eating-disorder-awareness-week-2018,alwayskimster,beatED,1
stress-awareness-day,hgmurgatroyd,uniofeastanglia,1
ocd-awareness-week-2018,anafora99,lwbean,1
mens-health-week-2018,pestcontrol_epc,killianbyrne,1
carers-week-2018,iain78ni,hollybunty,1
rare-disease-day-2018,moekeever,rarediseaseday,1
mnd-awareness-month-2018,joshprotweets,Vicky_100K4MNDA,1
wear-purple-for-jia-2018,jagtarnijjar,em4680,1
carers-week-2018,cllr_eyreaw,HeadwayUK,1
jeans-for-genes-day,johntheboyp,ChorleyBS,1
national-dyslexia-week-2018,rjc122,BarringtonStoke,1
elf-day,angela72276344,thesovrangroup,1
mental-health-awareness-week-2018,poczero,JamesMelville,1
mnd-awareness-month-2018,mndmanchester,boltonhospice,1
jeans-for-genes-day,lilpeachlwt,MrsAnneTwist,1
eating-disorder-awareness-week-2018,zodiacreverie,zodiacreverie,1
mental-health-awareness-week-2018,voicelessaddict,mh_fightx,1
ovarian-cancer-awareness-month-2018,profdavidwilson,FelicityBarrTV,1
mnd-awareness-month-2018,83pamk,Vicky_100K4MNDA,1
dry-january-2018,luckyhelenlee,DrinkTg,1
time-to-talk-day-2018,xscoutie,The_UnSilent_,1
cervical-cancer-prevention-week-2018,bidauk,ManjitGill,1
brain-awareness-week-2018,anafloriani69,brianmaycom,1
mens-health-week-2018,msrobin1502,HealthCareVoter,1
no-smoking-day-2018,ruthenbuchan,PSNCNews,1
stress-awareness-day,blazenean,CrisisTextLine,1
national-dementia-carers-2018,eldhoseofficial,HeathsideCH,1
mens-health-week-2018,janmokkenstorm,sachind1231,1
epilepsy-awareness-purple-day-2018,roseinmisery,gblagden,1
time-to-talk-day-2018,edithba50246991,lorraine,1
nutrition-and-hydration-week-2018,stmaryscoaching,_UKCoaching,1
eating-disorder-awareness-week-2018,cazzacookie68,YoungMindsUK,1
time-to-talk-day-2018,markabbouk,TimetoChange,1
ocd-awareness-week-2018,paulatorresmo,lwbean,1
no-smoking-day-2018,ysgolglanymor,tenovuscancer,1
time-to-talk-day-2018,naturalorganic6,Mattjohnsons,1
wear-purple-for-jia-2018,bexily,VersusArthritis,1
national-dementia-carers-2018,croftster,DementiaUK,1
time-to-talk-day-2018,diolchgar,RRowanOlive,1
brain-injury-week-2018,headwaydevon,karenw_wolfies,2
mens-health-week-2018,sincerelyessie,aimsonhealth,1
mental-health-awareness-week-2018,111kookisagirl,JamesMelville,1
rare-disease-day-2018,michael_minney,Celgene,1
no-smoking-day-2018,helenmcavoy2,publichealthni,1
eating-disorder-awareness-week-2018,everydayangle,TheProjectHEAL,1
epilepsy-awareness-purple-day-2018,npgk_,JennieJacques1,1
dementia-action-week-2018,cpierceuk,BorisJohnson,1
wear-purple-for-jia-2018,drbeth_,RheumatologyUK,1
ocd-awareness-week-2018,iwaoiaesthetic,lwbean,1
stress-awareness-day,hm_morgan,aberdeenuni,1
jeans-for-genes-day,celerystickkk,MrsAnneTwist,1
nutrition-and-hydration-week-2018,mynameisandyj,melissathe_ot,1
time-to-talk-day-2018,onevoice1111,The_UnSilent_,1
wear-purple-for-jia-2018,mhysa23,Ed_Miliband,1
rare-disease-day-2018,drcontrexin,MDAorg,1
16-days-of-action-2018,anngagne,durhamcollege,1
epilepsy-awareness-purple-day-2018,mawengwinnie,EpilepsyCO,2
ocd-awareness-week-2018,jehoshaboola,Rogers_BH,1
nutrition-and-hydration-week-2018,bathelaura,kerry_wright84,1
mnd-awareness-month-2018,dyke_yaxley,Vicky_100K4MNDA,1
dry-january-2018,holisticrmp,31DOVER,1
ovarian-cancer-awareness-month-2018,wrappedupnu,wrappedupnu,1
brain-injury-week-2018,monkwoodprimary,Headway_Roth,2
jeans-for-genes-day,morgan_adele,MollyWattTalks,1
nutrition-and-hydration-week-2018,walsalllibdems,WalsallCCG,1
rare-disease-day-2018,siobhangaynor,AvrilKennan,1
nutrition-and-hydration-week-2018,mynameisandyj,helenvweaver,2
ovarian-cancer-awareness-month-2018,eveappeal,EatonRifles1,1
stress-awareness-day,cathy_walsh123,MindCharity,1
wear-purple-for-jia-2018,jia_matters,JIA_NRAS,1
eating-disorder-awareness-week-2018,uncommonthinks,OliviaGoodwill,1
mens-health-week-2018,skincaretrend,CDC_Cancer,1
mens-health-week-2018,emceeslim,DrKatyKamkar,1
national-dementia-carers-2018,iesccg,NEECCG,1
16-days-of-action-2018,christianrowlan,SWFireandRescue,1
eating-disorder-awareness-week-2018,crazynutta,DrEMcNaught,1
wear-purple-for-jia-2018,babbalingblonde,Bexily,1
jeans-for-genes-day,tlg527,MrsAnneTwist,2
no-smoking-day-2018,ralphbagge,PHBucks,1
stress-awareness-day,salfordpotter,NHSE_Wellbeing,1
experience-of-care-week-2018,carynschwab,MtSinaiQueens,1
16-days-of-action-2018,charles_cobblah,WorldBank,1
wear-purple-for-jia-2018,bcrd_study,CapsieNair,1
dementia-action-week-2018,breathe2025,EustacedeSousa,1
brain-injury-week-2018,jenny__brooks,UKABIF,1
dry-january-2018,gembob1989,31DOVER,1
no-smoking-day-2018,jenquitsquadnl,LancashireCare,1
dry-january-2018,pretenna,31DOVER,1
elf-day,yorkshireis,RinginglowArrow,1
jeans-for-genes-day,jane16598,MrsAnneTwist,2
mens-health-week-2018,autran_anamaria,Els_Urology,1
carers-week-2018,feist_sfeist,HelenCCowan,1
ovarian-cancer-awareness-month-2018,thomasgarcia44,FelicityBarrTV,1
wear-purple-for-jia-2018,its_me_sarah_s,Ed_Miliband,1
national-dementia-carers-2018,purehomecare,DementiaUK,1
dementia-action-week-2018,roylilley,gbtpo,1
jeans-for-genes-day,evik216,MrsAnneTwist,1
ovarian-cancer-awareness-month-2018,bridgittelesley,Nightowlmama,1
16-days-of-action-2018,miqdaad,MuslimWomenUK,1
mnd-awareness-month-2018,bigronstevenson,ah241,1
eating-disorder-awareness-week-2018,gemmyred,YoungMindsUK,1
jeans-for-genes-day,fareeha786,kirkleescollege,1
stress-awareness-day,hellolinla,CrisisTextLine,1
jeans-for-genes-day,javaadplslove,MrsAnneTwist,1
brain-awareness-week-2018,hillichterman,neuroscience,1
national-dyslexia-week-2018,olopschool1,272BookFaith,1
16-days-of-action-2018,cesems1,unwomen_pak,1
mental-health-awareness-week-2018,sam_german,JamesMelville,1
ovarian-cancer-awareness-month-2018,lisaahop,FelicityBarrTV,1
dementia-action-week-2018,karenalred,UniofSuffolk,1
carers-week-2018,mikequalitin,OfficersAssoc,1
rare-disease-day-2018,scootch__20,RareDiseases,1
wear-purple-for-jia-2018,elenanikiuk,AnnaBosworth,1
mnd-awareness-month-2018,cathshuck,Mrtompayne,1
no-smoking-day-2018,sam_tumblin,ContempraINN,1
no-smoking-day-2018,notebksglasses,Rachael_Stray,1
wear-purple-for-jia-2018,janradovic,Ed_Miliband,1
national-dementia-carers-2018,angela_monaghan,CareQualityComm,1
mnd-awareness-month-2018,mndpatients,NickGoldup1,1
national-dementia-carers-2018,softsod,alzheimerssoc,1
mental-health-awareness-week-2018,essexhammer1906,JamesMelville,1
national-dyslexia-week-2018,mssharrisondht,thinkpix_suze,1
brain-injury-week-2018,seamussaid,IssaBlom,1
wear-purple-for-jia-2018,simonrstones,JIA_NRAS,1
no-smoking-day-2018,airthnursery,NHSForthValley,1
jeans-for-genes-day,sandrarmer1,MrsAnneTwist,1
carers-week-2018,trishal8,CarersLeeds,1
time-to-talk-day-2018,raceafsp,Womensrunninguk,1
16-days-of-action-2018,womenslegalvic,dvrcv,1
dementia-action-week-2018,sloughlibraries,SloughCouncil,1
ocd-awareness-week-2018,ibroadfo,lwbean,1
mnd-awareness-month-2018,bridgetcuddihy,RunMND,1
experience-of-care-week-2018,ceo_royalberks,Herrings18,1
jeans-for-genes-day,beauismyqueen,MrsAnneTwist,1
ocd-awareness-week-2018,gulabjoon,lwbean,1
brain-injury-week-2018,jonathanclemen3,asblawuk,1
mens-health-week-2018,sarah13marston,VersusArthritis,1
experience-of-care-week-2018,nobismhealth,travelrnjobs,1
stress-awareness-day,storiesofa1,bickylabiscuit,1
brain-awareness-week-2018,fdecastros,Neurotweeps,1
wear-purple-for-jia-2018,jia_matters,VersusArthritis,1
elf-day,lancashirecare,jo_millar27,1
national-dementia-carers-2018,richardmcoates,CareQualityComm,1
mnd-awareness-month-2018,joboleece,BAdvertiser,1
carers-week-2018,gerardwoodhous1,LivCCHealth,1
carers-week-2018,shanthiniavorg,NVTweeting,1
stress-awareness-day,therealmisskj,JacksonLeesLaw,1
wear-purple-for-jia-2018,optom,JIA_Matters,1
stress-awareness-day,i_remember_s,melmomoa,1
time-to-talk-day-2018,rhiles2760,The_UnSilent_,1
elf-day,rbatsocialmedia,RinginglowArrow,1
rare-disease-day-2018,trumpmypres,TrumpMyPres,1
time-to-talk-day-2018,felixthecat67,FreshPlusGroup,1
national-dyslexia-week-2018,claresealy,thinkpix_suze,1
dry-january-2018,donna_46,31DOVER,1
carers-week-2018,paulmcgranepoet,CarersUK,1
national-dyslexia-week-2018,heron_pat,unisonlearning,1
time-to-talk-day-2018,wakeuptosuicide,mitchfaefife,1
cervical-cancer-prevention-week-2018,romi_costa_,CDC_Cancer,2
brain-injury-week-2018,katypmneuro,NWABIManchester,1
16-days-of-action-2018,samcchange,rapecrisisscot,2
national-dementia-carers-2018,jenniej95408140,alzheimerssoc,1
